Age,Marital_Status,Education,Dependents,Residence_Type,City_Tier,Employment_Type,Years_at_Current_Job,Total_Work_Experience,Monthly_Income,Other_Income,Existing_Loans,Existing_Loan_Amount,Monthly_EMI,Debt_to_Income,Savings,Investments,Bank_Balance,Credit_Card_Utilization,Number_of_Bank_Accounts,Number_of_Credit_Cards,Credit_Score,Loan_Defaults,Missed_Payments,Tax_Return_Filed,Loan_Purpose,Loan_Amount,Loan_Tenure,Interest_Rate,Collateral,Collateral_Value,Loan_to_Value,Total_Debt_Exposure
35,Single,Graduate,0,Urban,1,Self-Employed,9,13,136232,,0,0,0,0.0,1608562.0,0.0,1775245.0,0.41,3,4,707.0,0,0,Yes,Home,5509794,25,9.7,Yes,9365827.0,58.83,5509794
38,Married,Graduate,3,Urban,1,Private,9,14,101215,20828.0,0,0,0,0.0,857660.0,176817.0,274949.0,46.42,5,1,663.0,0,0,Yes,Home,4487499,30,10.21,Yes,7942186.0,56.5,4487499
25,Married,Diploma,2,Urban,1,Government,1,4,87124,0.0,0,0,0,0.0,867563.0,176336.0,997190.0,23.22,4,2,634.0,0,0,Yes,Home,3535210,20,13.21,Yes,5001681.0,70.68,3535210
26,Single,High School,0,Urban,2,Private,1,1,78781,0.0,0,0,0,0.0,666839.0,404794.0,573206.0,27.69,2,1,708.0,0,0,No,Business,3569122,10,9.29,Yes,5914595.0,60.34,3569122
44,Single,Graduate,0,Rural,3,Private,10,11,73175,0.0,1,4499087,58432,79.85,261095.0,106876.0,316892.0,47.07,3,2,522.0,0,2,Yes,Home,3399329,25,14.18,Yes,4017124.0,84.62,7898416
31,Married,Graduate,2,Rural,3,Self-Employed,1,1,45036,0.0,0,0,0,0.0,227838.0,53385.0,182682.0,6.86,2,2,687.0,0,0,No,Personal,447593,3,10.03,No,,,447593
55,Married,Post Graduate,1,Rural,4,Private,5,6,64551,17919.0,0,0,0,0.0,518071.0,0.0,434163.0,19.8,3,3,698.0,0,0,Yes,Education,394758,5,10.95,No,,,394758
36,Married,High School,1,Rural,4,Skilled Labor,1,6,40386,30810.0,0,0,0,0.0,348490.0,0.0,175131.0,52.16,2,2,587.0,1,0,No,Education,199905,5,14.47,No,,,199905
38,Single,Graduate,0,Urban,1,Private,1,1,84588,0.0,1,2298910,30047,35.52,1253858.0,324832.0,1132563.0,63.57,4,2,604.0,0,0,Yes,Personal,1520108,3,11.88,No,,,3819018
49,Married,Graduate,2,Urban,1,Private,12,16,115758,481753.0,2,8103808,66849,57.75,1092182.0,0.0,1116856.0,38.82,3,3,450.0,1,3,No,Education,1391585,7,15.29,Yes,2637944.0,52.75,9495393
44,Married,High School,2,Urban,1,Skilled Labor,2,4,25796,0.0,0,0,0,0.0,500384.0,135967.0,521262.0,59.14,1,1,644.0,0,0,No,Home,1042883,20,12.25,Yes,1878129.0,55.53,1042883
42,Married,Graduate,0,Rural,4,Private,6,7,37456,0.0,1,1494009,22527,60.14,217887.0,46075.0,114056.0,58.35,2,1,540.0,0,2,No,Home,1120174,15,16.41,Yes,1687290.0,66.39,2614183
43,Married,Graduate,3,Urban,2,Private,3,12,71924,0.0,1,1316781,14817,20.6,556555.0,0.0,294486.0,26.74,2,2,632.0,0,0,Yes,Vehicle,805746,7,13.22,Yes,975287.0,82.62,2122527
52,Married,Post Graduate,2,Rural,4,Self-Employed,0,3,73152,11130.0,0,0,0,0.0,1446288.0,162763.0,827351.0,44.45,2,3,659.0,0,0,Yes,Vehicle,850886,7,11.58,Yes,1158279.0,73.46,850886
57,Married,High School,2,Rural,4,Private,14,29,51241,0.0,0,0,0,0.0,193610.0,0.0,224001.0,14.69,3,1,648.0,0,0,Yes,Home,2410409,15,11.95,Yes,2798602.0,86.13,2410409
29,Married,Graduate,3,Rural,3,Private,3,8,52119,28986.0,0,0,0,86.9207929323488,116074.0,179894.0,84799.0,42.53,3,1,564.0,0,0,No,Home,3808256,25,16.65,Yes,5253977.0,72.48,3808256
48,Married,No Formal,1,Rural,4,Self-Employed,3,18,98956,0.0,2,7390488,61532,62.18,308127.0,209477.0,423255.0,37.75,3,1,587.0,0,1,Yes,Home,5686154,25,15.33,Yes,10856736.0,52.37,13076642
64,Divorced,Graduate,2,Urban,1,Private,1,1,70105,0.0,1,1201943,11609,16.56,917926.0,0.0,954094.0,82.67,2,2,640.0,0,0,Yes,Home,1985256,20,12.78,No,,,3187199
37,Single,Graduate,1,Rural,4,Private,6,6,38140,0.0,0,0,0,0.0,134227.0,48425.0,174795.0,2.93,1,2,670.0,0,0,Yes,Vehicle,447252,7,11.87,Yes,669260.0,66.83,447252
30,Single,Post Graduate,0,Urban,1,Self-Employed,1,2,102915,0.0,0,0,0,0.0,1598627.0,915191.0,1192659.0,6.96,2,2,668.0,0,0,,Home,3962918,20,10.43,Yes,7472992.0,53.03,3962918
44,Married,Diploma,1,Urban,1,Government,7,22,135737,0.0,1,3683194,42242,31.12,343185.0,177913.0,362896.0,6.53,2,3,621.0,0,1,Yes,Vehicle,1985361,5,11.68,Yes,2726595.0,72.81,5668555
33,Single,No Formal,0,Rural,4,Self-Employed,4,5,50219,0.0,0,0,0,0.0,1037151.0,763885.0,754011.0,35.43,2,0,695.0,0,0,Yes,Home,3391573,30,10.99,Yes,6837369.0,49.6,3391573
55,Widowed,High School,1,Rural,4,Private,1,34,100721,12100.0,1,2585341,24586,24.41,843368.0,302472.0,995960.0,20.9,4,3,647.0,0,0,Yes,Home,3976306,30,13.96,Yes,7983997.0,49.8,6561647
37,Married,Graduate,3,Urban,2,Private,4,6,47799,0.0,2,1136255,13065,27.33,748984.0,194921.0,443168.0,41.41,1,0,612.0,0,0,Yes,Business,1883220,10,11.85,Yes,2852810.0,66.01,3019475
36,Married,Graduate,0,Urban,3,Self-Employed,8,14,74807,95947.0,2,946881,13791,18.44,405257.0,0.0,257883.0,33.21,2,1,609.0,0,2,Yes,Personal,1310305,5,12.46,No,,,2257186
44,Married,High School,2,Rural,4,Self-Employed,15,22,76906,0.0,0,0,0,0.0,734658.0,230110.0,435965.0,27.16,1,1,634.0,0,0,Yes,Personal,897805,3,13.8,No,,,897805
31,Single,Graduate,3,Urban,1,Private,6,7,95731,0.0,0,0,0,0.0,1298308.0,278716.0,635986.0,38.94,2,1,686.0,0,0,Yes,Home,5387000,25,11.13,Yes,8781209.0,61.35,5387000
30,Married,PhD,3,Rural,4,Government,0,0,28397,0.0,2,1105816,15611,54.97,276295.0,215082.0,212780.0,61.1,1,2,417.0,1,3,No,Education,353756,7,14.08,No,,,1459572
25,Single,No Formal,0,Urban,1,Self-Employed,1,2,39201,0.0,1,1394990,19366,49.4,368415.0,0.0,344925.0,34.22,3,2,474.0,1,1,Yes,Home,2631579,20,13.56,Yes,5017594.0,52.45,4026569
34,Single,Graduate,0,Urban,2,Private,10,11,68913,0.0,1,3281773,33894,49.18,848052.0,266950.0,1004625.0,53.66,1,2,630.0,0,0,Yes,Home,5159711,20,11.8,Yes,10627264.0,48.55,8441484
36,Married,High School,2,Urban,2,Skilled Labor,4,15,52210,0.0,0,0,0,0.0,941598.0,0.0,1100139.0,34.98,1,2,674.0,0,0,Yes,Home,1491732,20,10.84,Yes,2030429.0,73.47,1491732
43,Married,Post Graduate,1,Rural,3,Private,0,14,74767,0.0,1,2564697,33624,44.97,975158.0,127319.0,626695.0,49.82,2,3,612.0,0,1,Yes,Vehicle,871566,3,13.94,Yes,1351468.0,64.49,3436263
41,Divorced,High School,1,Urban,1,Private,4,4,51468,23788.0,1,735653,8818,17.13,492510.0,0.0,455046.0,12.14,2,1,590.0,0,1,Yes,Personal,927369,3,16.79,Yes,1447591.0,64.06,1663022
44,Single,High School,1,Urban,1,Self-Employed,14,15,160825,39191.0,2,11253007,93035,57.85,1816410.0,266526.0,1902111.0,56.75,2,3,596.0,0,2,Yes,Personal,2235902,3,14.37,No,,,13488909
59,Married,High School,1,Rural,2,Skilled Labor,32,37,82831,65599.0,0,0,0,0.0,611310.0,428968.0,333909.0,64.52,3,3,697.0,0,0,Yes,Home,2563115,20,11.8,Yes,3938909.0,65.07,2563115
51,Married,Graduate,1,Urban,1,Private,7,23,98313,0.0,0,0,0,0.0,2232072.0,403306.0,1193748.0,0.0,2,1,681.0,0,0,Yes,Home,6223021,25,11.12,Yes,12373862.0,50.29,6223021
26,Married,High School,1,Urban,2,Private,0,0,31091,14844.0,1,449819,5160,16.6,262666.0,0.0,76951.0,38.94,3,2,666.0,0,0,No,Personal,417630,5,10.98,Yes,616026.0,67.79,867449
51,Widowed,Diploma,1,Rural,4,Private,0,14,69100,0.0,2,2176124,20320,94.69408564762924,354579.0,0.0,210298.0,87.79,2,2,558.0,0,2,Yes,Education,541202,10,16.77,No,,,2717326
26,Married,Graduate,3,Rural,4,Private,0,2,43355,0.0,0,0,0,0.0,876446.0,0.0,762721.0,27.22,3,1,658.0,0,0,No,Education,145264,5,10.22,No,,,145264
22,Single,Graduate,0,Rural,4,Private,0,0,34903,243142.0,1,1187481,13882,39.77,94685.0,0.0,130511.0,57.57,2,2,590.0,0,0,Yes,Personal,130805,3,16.01,No,,,1318286
40,Divorced,High School,2,Urban,1,Self-Employed,1,1,33316,0.0,1,1476279,18026,54.11,284760.0,0.0,118670.0,78.47,1,1,487.0,0,5,No,Personal,442761,3,16.15,No,,,1919040
38,Married,No Formal,3,Urban,1,Self-Employed,0,0,95535,0.0,1,4599123,55329,57.91,1058300.0,0.0,722129.0,27.49,2,3,545.0,0,2,Yes,Home,3584118,20,16.93,Yes,7491599.0,47.84,8183241
49,Married,Graduate,1,Urban,1,Private,8,14,69453,0.0,0,0,0,0.0,639379.0,1134861.0,473942.0,34.74,3,1,656.0,0,0,Yes,Home,4196374,15,11.54,Yes,4826721.0,86.94,4196374
30,Married,Diploma,2,Rural,4,Private,2,5,57858,0.0,2,2104418,26533,45.86,84767.0,0.0,89340.0,53.77,1,1,593.0,0,0,,Home,2851998,30,15.92,Yes,3379458.0,84.39,4956416
51,Widowed,High School,0,Urban,1,Private,5,13,69741,0.0,1,532516,4769,6.84,678709.0,0.0,721928.0,21.87,3,2,674.0,0,0,No,Personal,686353,5,11.2,No,,,1218869
26,Married,High School,2,Urban,3,Private,0,5,61719,0.0,1,1744901,36704,59.47,429680.0,333419.0,466385.0,73.33,4,2,424.0,1,3,Yes,Business,1988420,10,16.01,Yes,2921551.0,68.06,3733321
28,Married,High School,3,Rural,4,Private,0,0,24999,15394.0,2,837514,10023,40.09,111447.0,0.0,79451.0,35.62,2,0,608.0,0,0,No,Business,1207628,15,12.34,Yes,1723970.0,70.05,2045142
26,Single,Graduate,0,Urban,2,Private,0,3,73411,0.0,0,0,0,0.0,1006856.0,170201.0,830209.0,23.95,3,3,664.0,0,0,Yes,Vehicle,1044405,3,11.92,Yes,1420775.0,73.51,1044405
42,Married,Graduate,1,Urban,1,Private,3,10,58969,24947.0,1,499637,4573,7.75,503930.0,0.0,559904.0,29.17,3,2,675.0,0,0,Yes,Personal,152821,5,11.51,No,,,652458
49,Married,High School,2,Urban,2,Unemployed,8,19,53923,,1,291064,4043,7.5,105421.0,0.0,81106.0,4.22,3,1,623.0,0,0,Yes,Personal,978845,3,13.65,No,,,1269909
37,Married,High School,2,Urban,1,Private,5,7,58816,0.0,2,4146589,45056,76.61,455305.0,141687.0,479760.0,56.73,1,1,444.0,1,2,Yes,Home,2516791,25,15.62,Yes,3267844.0,77.02,6663380
38,Married,High School,2,Urban,2,Self-Employed,11,16,84363,13715.0,0,0,0,0.0,1498838.0,507586.0,1644611.0,40.33,4,3,687.0,0,0,Yes,Home,3764258,20,11.95,Yes,4517989.0,83.32,3764258
33,Married,Post Graduate,1,Urban,1,Private,0,9,68707,5744.0,3,4441362,44941,65.41,253607.0,219189.0,193963.0,32.0,2,2,531.0,0,3,Yes,Vehicle,646119,5,15.28,Yes,895007.0,72.19,5087481
43,Married,Graduate,3,Urban,1,Private,4,12,95956,222041.0,0,0,0,0.0,233168.0,152493.0,188202.0,51.48,3,3,665.0,0,0,Yes,Vehicle,1379175,5,11.44,Yes,1579340.0,87.33,1379175
30,Single,PhD,1,Urban,2,Government,3,8,63352,0.0,1,3758493,39463,62.29,512274.0,174861.0,549680.0,75.53,3,2,561.0,0,1,Yes,Vehicle,411765,5,15.4,Yes,670284.0,61.43,4170258
54,Divorced,No Formal,1,Urban,1,Unemployed,17,33,102540,0.0,0,0,0,0.0,1942022.0,593210.0,1309272.0,1.18,2,1,677.0,0,0,Yes,Home,6040906,20,11.79,Yes,7532359.0,80.2,6040906
37,Married,Post Graduate,3,Urban,1,Private,8,14,124792,0.0,1,626087,6010,4.82,2793485.0,2488945.0,,12.93,3,3,693.0,0,0,Yes,Personal,1965017,3,10.05,No,,,2591104
21,Single,PhD,0,Urban,1,Private,0,0,73792,0.0,2,2461310,25311,34.3,320883.0,125663.0,387506.0,74.87,2,1,467.0,1,2,Yes,Home,2582149,25,14.21,Yes,3549006.0,72.76,5043459
40,Married,Graduate,2,Rural,2,Private,13,14,108681,0.0,0,0,0,0.0,1335989.0,515154.0,1082854.0,35.36,5,1,688.0,0,0,Yes,Home,5511851,25,11.56,Yes,7070787.0,77.95,5511851
26,Married,High School,2,Urban,1,Private,0,1,70710,0.0,2,2213963,20613,29.15,449491.0,0.0,358519.0,71.67,2,2,618.0,0,1,Yes,Medical,202004,2,13.43,No,,,2415967
47,Married,Post Graduate,0,Urban,1,Government,11,24,115914,0.0,0,0,0,0.0,533260.0,325165.0,430018.0,35.46,2,1,707.0,0,0,Yes,Personal,324894,5,9.77,No,,,324894
34,Married,Graduate,3,Urban,2,Government,0,3,62661,,0,0,0,0.0,1202484.0,366114.0,1314041.0,28.27,1,1,645.0,0,0,Yes,Personal,953839,2,13.13,Yes,1515951.0,62.92,953839
32,Married,High School,2,Rural,3,Skilled Labor,1,8,36719,0.0,0,0,0,0.0,788951.0,,715134.0,98.98784180197512,1,2,667.0,0,0,Yes,Home,2633589,20,10.03,Yes,3783588.0,69.61,2633589
38,Married,Graduate,1,Urban,2,Government,4,8,75476,15429.0,1,2111329,17455,23.13,1039329.0,0.0,1164717.0,13.97,2,2,646.0,0,0,Yes,Medical,518360,3,13.94,No,,,2629689
26,Single,High School,0,Urban,1,Unemployed,4,4,20740,0.0,1,405710,8947,43.14,308866.0,197134.0,197435.0,54.55,2,0,632.0,0,0,Yes,Education,132239,7,12.04,Yes,224212.0,58.98,537949
51,Married,Post Graduate,1,Rural,3,Government,12,16,93089,0.0,1,4287504,45926,49.34,1379925.0,0.0,1479559.0,42.68,3,3,584.0,0,1,Yes,Medical,143695,5,13.71,No,,,4431199
30,Single,Post Graduate,0,Urban,2,Private,0,1,44930,0.0,1,768282,7310,16.27,509949.0,124668.0,228262.0,63.77,2,0,630.0,0,0,,Home,1535022,20,12.36,Yes,1935010.0,79.33,2303304
28,Married,High School,2,Urban,1,Skilled Labor,2,3,41099,0.0,0,0,0,0.0,803584.0,507338.0,569075.0,48.44,1,1,658.0,0,0,Yes,Vehicle,363685,5,10.64,Yes,394701.0,92.14,363685
24,Single,Post Graduate,1,Rural,3,Private,2,2,52356,0.0,1,649978,7144,13.65,748383.0,240797.0,432176.0,57.51,3,1,605.0,0,0,Yes,Vehicle,369733,5,12.78,Yes,698509.0,52.93,1019711
43,Single,Graduate,0,Rural,4,Private,18,20,91005,0.0,1,3113897,27266,29.96,1233702.0,863676.0,1214930.0,34.06,2,1,616.0,0,0,Yes,Home,3177722,25,13.17,Yes,4413262.0,72.0,6291619
56,Divorced,High School,2,Urban,2,Private,2,5,59749,0.0,2,1901001,28487,82.20399200467692,339780.0,0.0,192276.0,61.07,3,0,465.0,0,3,Yes,Personal,655419,3,14.41,Yes,1102479.0,59.45,2556420
30,Married,Diploma,2,Rural,3,Self-Employed,6,8,85458,0.0,4,720507,6644,7.77,855464.0,0.0,676934.0,6.82,3,3,663.0,0,0,Yes,Medical,186170,3,11.43,No,,,906677
21,Single,Post Graduate,0,Urban,1,Self-Employed,0,0,116047,0.0,1,7453870,76660,66.06,1186497.0,321808.0,1019922.0,30.49,4,1,558.0,0,2,Yes,Home,7269486,15,16.47,Yes,11752922.0,61.85,14723356
47,Married,Graduate,1,Urban,1,Government,23,26,148241,0.0,0,0,0,0.0,682908.0,187782.0,755594.0,22.86,3,2,650.0,0,0,Yes,Education,530606,7,11.09,No,,,530606
28,Single,Graduate,0,Urban,3,Private,0,3,50293,0.0,2,765826,10489,20.86,443141.0,0.0,219168.0,11.63,2,2,651.0,0,0,Yes,Home,3696419,15,11.44,Yes,7647510.0,48.33,4462245
27,Married,Graduate,0,Urban,2,Private,0,0,64095,32049.0,0,0,0,0.0,769304.0,0.0,474230.0,5.68,2,2,649.0,0,0,Yes,Home,3078784,25,13.66,Yes,3867904.0,79.6,3078784
55,Divorced,Graduate,1,Urban,2,Government,16,29,161118,7469.0,2,2379947,21062,13.07,1472921.0,368207.0,1687806.0,30.16,5,2,669.0,0,0,Yes,Home,8520707,20,11.58,Yes,10230598.0,83.29,10900654
42,Single,High School,0,Urban,3,Self-Employed,1,3,69633,0.0,0,0,0,0.0,1479340.0,0.0,733463.0,26.42,1,1,647.0,0,0,Yes,Education,719392,5,12.85,No,,,719392
21,Single,No Formal,0,Rural,4,Unemployed,0,0,8078,0.0,0,0,0,0.0,69306.0,22215.0,40899.0,79.01,2,1,650.0,0,0,Yes,Home,298406,25,10.13,Yes,528949.0,56.41,298406
24,Single,Post Graduate,0,Urban,1,Private,0,2,88670,10312.0,3,2729568,30478,34.37,1514292.0,601564.0,652397.0,29.83,3,3,612.0,0,1,Yes,Education,240044,5,12.62,Yes,306584.0,78.3,2969612
36,Single,High School,0,Urban,1,Private,8,12,67685,0.0,0,0,0,0.0,1207219.0,0.0,639918.0,24.27,3,2,694.0,0,0,Yes,Business,1801810,10,10.99,Yes,2932849.0,61.44,1801810
31,Married,No Formal,2,Urban,1,Unemployed,3,4,10351,0.0,0,0,0,0.0,121915.0,0.0,117688.0,29.75,1,1,649.0,0,0,Yes,Home,748194,30,13.06,Yes,864716.0,86.52,748194
29,Single,Diploma,1,Urban,1,Government,1,2,89628,,1,3942552,42832,47.79,937702.0,0.0,413383.0,51.54,3,3,451.0,1,2,Yes,Home,3135904,15,16.36,Yes,3459648.0,90.64,7078456
35,Single,Graduate,0,Urban,1,Private,10,14,73094,0.0,1,3003249,32473,44.43,968435.0,258812.0,354143.0,19.51,1,2,578.0,0,2,Yes,Home,2216234,30,15.4,Yes,2585555.0,85.72,5219483
38,Married,Diploma,1,Rural,3,Self-Employed,2,8,76093,0.0,0,0,0,0.0,1795644.0,410133.0,1015215.0,29.9,1,2,692.0,0,0,Yes,Medical,229004,3,11.11,No,,,229004
53,Widowed,Graduate,0,Urban,1,Private,6,22,130565,0.0,2,8967578,81891,62.72,493354.0,0.0,606704.0,63.91,3,3,462.0,1,3,Yes,Home,5967919,20,14.65,Yes,7216650.0,82.7,14935497
43,Married,High School,2,Urban,1,Private,9,11,108205,49206.0,0,0,0,0.0,1949661.0,0.0,1147766.0,26.32,3,1,718.0,0,0,Yes,Home,5908418,30,9.32,Yes,8733107.0,67.66,5908418
36,Married,No Formal,2,Urban,1,Skilled Labor,0,8,49221,,1,1591042,36249,73.65,440707.0,226473.0,204006.0,64.17,1,1,426.0,1,4,Yes,Home,1322367,15,15.31,Yes,2178165.0,60.71,2913409
26,Single,High School,0,Rural,4,Self-Employed,0,0,59648,0.0,0,0,0,0.0,719865.0,274775.0,423317.0,34.19,1,0,581.0,1,0,Yes,Medical,555428,3,16.7,No,,,555428
34,Married,Post Graduate,0,Urban,1,Private,0,0,86164,0.0,0,0,0,0.0,1535143.0,2859359.0,1668781.0,4.89,5,2,679.0,0,0,Yes,Personal,1076593,3,10.51,Yes,1174564.0,91.66,1076593
25,Single,PhD,1,Rural,3,Private,0,3,39325,9918.0,0,0,0,0.0,739947.0,74873.0,598017.0,17.96,2,2,669.0,0,0,No,Business,1914833,15,11.53,Yes,3350276.0,57.15,1914833
31,Married,High School,1,Urban,1,Private,0,10,72505,0.0,0,0,0,0.0,1644746.0,0.0,1530088.0,55.32,1,1,669.0,0,0,Yes,Home,2835724,20,10.64,Yes,4446680.0,63.77,2835724
37,Married,Post Graduate,2,Urban,1,Private,4,6,59148,0.0,3,4346026,45828,77.48,210078.0,184895.0,158885.0,98.98784180197512,3,1,488.0,0,3,Yes,Business,2892123,5,16.58,Yes,4143484.0,69.8,7238149
35,Married,High School,1,Urban,1,Private,8,13,96595,12320.0,2,2323983,25792,26.7,717631.0,600774.0,306693.0,35.19,3,3,643.0,0,0,Yes,Medical,249546,2,13.04,No,,,2573529
26,Single,Graduate,0,Urban,1,Government,1,1,102408,6826.0,1,3174505,32988,32.21,541190.0,439224.0,439337.0,76.71,3,2,662.0,0,0,Yes,Home,6887238,30,10.73,Yes,6931078.0,95.0,10061743
51,Widowed,Post Graduate,1,Urban,2,Self-Employed,15,26,98076,850635.0,0,0,0,0.0,284753.0,0.0,381678.0,3.11,5,3,682.0,0,0,No,Vehicle,850780,3,11.65,Yes,1585705.0,53.65,850780
32,Married,High School,0,Urban,1,Private,4,11,75894,261062.0,2,5160049,43183,56.9,761722.0,518693.0,260679.0,37.37,3,3,470.0,1,3,Yes,Home,3337620,30,15.6,Yes,3551871.0,93.97,8497669
39,Married,Post Graduate,2,Rural,3,Government,1,4,45657,0.0,1,1377731,16283,35.66,709009.0,169774.0,685918.0,31.84,2,1,590.0,0,0,No,Home,3420970,30,14.84,Yes,5582771.0,61.28,4798701
27,Married,Graduate,1,Rural,4,Government,1,1,41421,0.0,0,0,0,0.0,506786.0,0.0,219719.0,43.96,2,1,648.0,0,0,Yes,Home,1827784,20,12.37,Yes,2162366.0,84.53,1827784
46,Married,Graduate,2,Urban,1,Government,0,0,70523,0.0,2,3132634,26888,38.13,341556.0,87989.0,166701.0,82.18,4,1,608.0,0,0,Yes,Business,2484302,5,13.93,Yes,4878353.0,50.93,5616936
27,Single,High School,0,Urban,2,Unemployed,0,2,3101,10833.0,1,146310,3288,95.0,15394.0,4882.0,6406.0,67.35,1,0,525.0,0,1,No,Business,95173,10,16.08,Yes,131825.0,72.2,241483
51,Married,Post Graduate,3,Urban,2,Private,16,24,71315,11917.0,3,2157726,20526,28.78,289908.0,0.0,218896.0,4.32,3,2,647.0,0,0,Yes,Business,3401876,10,11.59,Yes,4855419.0,70.06,5559602
23,Single,Diploma,0,Urban,2,Private,0,0,34399,7734.0,3,471054,5893,17.13,641296.0,396305.0,428720.0,63.33,1,2,624.0,0,0,No,Business,1253601,5,12.16,No,,,1724655
56,Widowed,Graduate,0,Urban,1,Private,9,15,91406,19705.0,1,597526,6120,6.7,1442198.0,0.0,937463.0,43.4,2,1,641.0,0,1,Yes,Education,811372,7,11.73,Yes,1215408.0,66.76,1408898
54,Married,No Formal,0,Urban,1,Self-Employed,10,11,126810,141001.0,1,5322626,47101,37.14,1024564.0,0.0,844161.0,20.72,3,2,613.0,0,1,Yes,Education,1109631,5,11.52,No,,,6432257
25,Single,Graduate,0,Urban,1,Private,0,0,84310,19156.0,0,0,0,0.0,920459.0,161735.0,888133.0,2.94,5,3,677.0,0,0,Yes,Business,3463497,10,11.7,Yes,4956800.0,69.87,3463497
41,Married,Diploma,0,Urban,2,Private,14,14,48658,0.0,1,1141221,14976,30.78,413761.0,92558.0,434563.0,57.34,2,1,639.0,0,0,Yes,Home,3652756,20,12.9,Yes,6485620.0,56.32,4793977
33,Married,Graduate,2,Urban,1,Self-Employed,9,10,112702,0.0,2,2195074,20546,18.23,1399046.0,0.0,811654.0,32.05,4,1,668.0,0,0,Yes,Home,3878373,15,10.93,Yes,5740789.0,67.56,6073447
41,Married,No Formal,3,Urban,1,Unemployed,4,4,15361,0.0,1,392110,5467,35.59,195256.0,0.0,-38017.0,60.03,1,0,587.0,0,2,No,Home,1138118,20,14.09,Yes,1375201.0,82.76,1530228
26,Single,High School,0,Urban,1,Private,2,2,55148,73218.0,1,3335892,40226,72.94,188986.0,0.0,211678.0,8.22,2,0,469.0,0,4,Yes,Home,1622732,30,14.92,Yes,2367532.0,68.54,4958624
44,Married,Post Graduate,1,Rural,3,Private,9,18,86002,0.0,1,3258835,32560,37.86,1408281.0,150179.0,930214.0,1.36,2,3,624.0,0,0,Yes,Home,2453430,25,13.63,Yes,2689396.0,91.23,5712265
36,Married,Diploma,1,Urban,3,Self-Employed,0,0,92644,20612.0,0,0,0,0.0,2061227.0,0.0,1276798.0,9.6,2,2,684.0,0,0,Yes,Vehicle,649093,7,11.36,Yes,1262485.0,51.41,649093
50,Single,Post Graduate,0,Rural,4,Self-Employed,11,12,65304,0.0,0,0,0,0.0,1555297.0,310119.0,1512893.0,42.49,2,1,688.0,0,0,Yes,Personal,1112158,5,10.56,No,,,1112158
32,Single,Diploma,0,Urban,1,Self-Employed,0,11,85354,30112.0,1,3322534,35057,41.07,383039.0,190283.0,214373.0,38.19,2,1,612.0,0,0,Yes,Vehicle,1195508,7,13.44,Yes,2113766.0,56.56,4518042
26,Married,High School,2,Urban,1,Private,1,3,93828,0.0,2,597347,5721,6.1,597027.0,0.0,689234.0,1.03,2,2,640.0,0,1,Yes,Business,3814544,5,11.97,No,,,4411891
60,Married,Graduate,2,Rural,4,Private,11,37,67332,0.0,0,0,0,0.0,1178154.0,433447.0,1229098.0,44.67,2,1,659.0,0,0,Yes,Home,4054625,20,11.65,Yes,5787422.0,70.06,4054625
24,Single,Graduate,0,Rural,4,Private,0,2,32397,0.0,0,0,0,0.0,611192.0,326701.0,291545.0,28.13,2,1,658.0,0,0,No,Home,2284413,15,11.9,Yes,3303597.0,69.15,2284413
31,Single,High School,0,Urban,1,Self-Employed,1,5,70323,0.0,1,923620,8311,11.82,327501.0,76911.0,394768.0,98.98784180197512,3,1,652.0,0,0,Yes,Home,4210541,25,11.77,Yes,7015732.0,60.02,5134161
39,Married,Post Graduate,2,Urban,1,Government,4,16,85308,0.0,0,0,0,0.0,445056.0,249503.0,329246.0,48.16,3,2,687.0,0,0,Yes,Home,2835710,25,10.9,Yes,4342492.0,65.3,2835710
30,Single,High School,0,Urban,2,Private,7,8,60795,35765.0,2,3768178,37800,62.18,233207.0,47384.0,231606.0,46.64,2,2,411.0,1,3,Yes,Business,3219736,15,15.62,No,,,6987914
32,Married,Graduate,1,Rural,3,Private,6,6,32306,0.0,1,1502901,16835,52.11,377944.0,132826.0,286981.0,42.6,1,1,554.0,0,1,No,Home,1221511,25,15.69,Yes,2252391.0,54.23,2724412
36,Married,Graduate,0,Rural,3,Private,6,10,77855,35760.0,3,2823678,58943,75.71,228540.0,0.0,176837.0,41.36,3,1,433.0,1,3,No,Home,3274031,30,16.42,Yes,3802631.0,86.1,6097709
39,Married,Diploma,1,Urban,2,Private,6,12,63901,0.0,1,1289014,14400,22.53,1015648.0,196218.0,358668.0,31.73,2,2,622.0,0,1,Yes,Personal,171941,5,13.6,No,,,1460955
26,Single,High School,0,Rural,4,Skilled Labor,1,5,31984,82426.0,1,779658,7506,23.47,587229.0,439826.0,695895.0,65.96,2,1,607.0,0,0,No,Home,802327,25,12.23,Yes,1625499.0,49.36,1581985
46,Married,High School,1,Urban,2,Self-Employed,6,14,148626,0.0,1,9308280,84131,56.61,226761.0,27205.0,290086.0,71.62,2,2,557.0,0,2,Yes,Personal,1999576,3,15.13,No,,,11307856
38,Married,Diploma,2,Urban,1,Self-Employed,10,15,86370,0.0,2,2730111,28959,33.53,433943.0,,240132.0,50.64,3,2,610.0,0,1,Yes,Medical,673114,3,13.96,Yes,977309.0,68.87,3403225
29,Single,High School,0,Urban,1,Skilled Labor,3,3,36693,0.0,1,1939741,18823,51.3,506126.0,,239454.0,57.79,1,1,517.0,0,3,Yes,Home,1607915,20,13.73,Yes,1941206.0,82.83,3547656
